Calendar Year,County,Juvenile Population,Violent Felony,Other Felony,Misd.,VOP,Status,Other CINS,Referrals,"Referral Rate/1,000",Youth Referred
2015,LIMESTONE,2118,5,7,18,16,2,1,49,23,36
2016,LIMESTONE,2136,3,5,22,10,1,1,42,19.66,35
2017,LIMESTONE,2139,4,2,17,9,0,1,33,15.43,26
2018,LIMESTONE,2140,4,7,23,10,3,2,49,23,39
2019,LIMESTONE,2141,4,5,9,8,1,0,27,13,20
2020,LIMESTONE,2172,3,11,9,6,0,2,31,14,28
2021,LIMESTONE,2195,3,7,10,7,0,1,28,12.75626424,20
2013,LIPSCOMB,338,0,0,0,0,0,0,0,0,0
2014,LIPSCOMB,340,0,0,2,0,0,0,2,5.882352941,2
2015,LIPSCOMB,333,0,1,2,0,0,0,3,9,2
2016,LIPSCOMB,334,0,2,3,0,0,0,5,14.97,4
2017,LIPSCOMB,334,1,0,1,0,0,0,2,5.99,1
2018,LIPSCOMB,346,1,0,0,0,0,0,1,3,1
2019,LIPSCOMB,345,1,3,0,1,0,0,5,14,5
2020,LIPSCOMB,360,0,0,1,0,0,0,1,3,1
2021,LIPSCOMB,346,0,0,0,0,0,0,0,0,0
2013,LIVE OAK,932,3,1,1,5,0,0,10,10.72961373,6
2014,LIVE OAK,914,0,4,3,0,0,0,7,7.658643326,7
2015,LIVE OAK,899,4,1,6,0,0,0,11,12,11
2016,LIVE OAK,895,5,1,6,0,0,0,12,13.41,12
2017,LIVE OAK,860,0,5,2,1,0,0,8,9.3,8
2018,LIVE OAK,839,0,2,4,0,0,0,6,7,6
2019,LIVE OAK,812,2,7,4,6,0,0,19,23,13
2020,LIVE OAK,795,1,3,1,4,0,0,9,11,6
2021,LIVE OAK,800,1,4,0,0,0,0,5,6.25,4
2013,LLANO,1269,1,4,11,2,10,1,29,22.85263987,25
2014,LLANO,1250,1,2,3,3,0,4,13,10.4,10
2015,LLANO,1246,6,2,10,1,1,1,21,17,18
2016,LLANO,1232,4,7,11,0,4,0,26,21.1,21
2017,LLANO,1246,2,13,19,2,7,2,45,36.12,35
2018,LLANO,1271,3,1,14,4,3,0,25,20,22
2019,LLANO,1237,2,9,9,1,3,0,24,19,21
2020,LLANO,1221,0,2,9,0,5,0,16,13,15
2021,LLANO,1213,0,6,13,1,0,1,21,17.31244847,21
2013,LOVING,4,0,0,0,0,0,0,0,0,0
2014,LOVING,3,0,0,0,0,0,0,0,0,0
2015,LOVING,3,0,0,0,0,0,0,0,0,0
2016,LOVING,2,0,0,0,0,0,0,0,0,0
2017,LOVING,3,0,0,0,0,0,0,0,0,0
2018,LOVING,2,0,0,0,0,0,0,0,0,0
2019,LOVING,3,0,0,0,0,0,0,0,0,0
2020,LOVING,3,0,0,0,0,0,0,0,0,0
2021,LOVING,3,0,0,0,0,0,0,0,0,0
2013,LUBBOCK,26176,100,169,724,194,20,1,1208,46.14914425,870
2014,LUBBOCK,26656,128,143,733,158,12,0,1174,44.04261705,874
2015,LUBBOCK,27089,166,257,777,156,16,0,1372,51,987
2016,LUBBOCK,27260,132,243,670,138,5,0,1188,43.58,855
2017,LUBBOCK,27670,108,268,601,126,26,1,1130,40.84,817
2018,LUBBOCK,28086,144,214,602,106,17,2,1085,39,822
2019,LUBBOCK,28458,141,198,725,85,10,0,1159,41,869
2020,LUBBOCK,28900,105,160,463,46,2,0,776,27,610
2021,LUBBOCK,29429,130,196,497,53,0,0,876,29.7665568,660
2013,LYNN,662,1,1,5,1,0,0,8,12.08459215,7
2014,LYNN,659,0,0,6,0,0,0,6,9.104704097,6
2015,LYNN,647,2,7,10,0,0,0,19,29,16
2016,LYNN,624,2,0,8,0,0,0,10,16.03,10
2017,LYNN,637,2,1,8,0,0,0,11,17.27,7
2018,LYNN,636,1,0,13,0,0,3,17,27,15
2019,LYNN,644,0,3,4,0,0,0,7,11,7
2020,LYNN,616,0,2,1,0,0,0,3,5,3
2021,LYNN,598,0,1,10,0,0,0,11,18.39464883,11
2013,MADISON,1213,0,1,4,0,0,0,5,4.122011542,5
2014,MADISON,1201,2,1,1,0,1,0,5,4.163197336,5
2015,MADISON,1172,3,3,6,0,0,0,12,10,12
2016,MADISON,1154,2,4,5,0,0,1,12,10.4,10
2017,MADISON,1153,2,5,3,0,0,0,10,8.67,8
2018,MADISON,1155,2,4,0,0,0,0,6,5,5
2019,MADISON,1134,1,1,2,0,0,0,4,4,4
2020,MADISON,1145,1,2,7,1,0,0,11,10,9
2021,MADISON,1150,3,2,1,0,0,0,6,5.217391304,6
2013,MARION,787,0,0,1,0,0,0,1,1.27064803,1
2014,MARION,764,1,7,3,0,0,0,11,14.39790576,9
2015,MARION,719,0,7,3,3,0,0,13,18,11
2016,MARION,706,3,3,11,0,0,0,17,24.08,14
2017,MARION,695,2,2,8,1,0,1,14,20.14,11
2018,MARION,719,3,1,6,1,0,0,11,15,10
2019,MARION,711,0,9,5,1,0,0,15,21,12
2020,MARION,724,1,1,6,4,0,0,12,17,6
2021,MARION,729,2,0,5,0,0,0,7,9.602194787,7
2013,MARTIN,558,1,0,0,0,0,0,1,1.792114695,1
2014,MARTIN,554,0,0,1,0,0,0,1,1.805054152,1
2015,MARTIN,551,0,0,4,0,0,0,4,7,3
2016,MARTIN,548,1,0,0,0,0,0,1,1.82,1
2017,MARTIN,547,1,1,0,0,0,0,2,3.66,1
2018,MARTIN,533,0,1,0,0,0,0,1,2,1
2019,MARTIN,544,0,1,2,0,0,0,3,6,2
2020,MARTIN,550,0,0,1,0,0,0,1,2,1
2021,MARTIN,550,0,0,0,0,0,0,0,0,0
2013,MASON,368,1,0,1,0,0,1,3,8.152173913,3
2014,MASON,362,0,0,0,0,0,4,4,11.04972376,4
2015,MASON,359,0,0,0,0,0,0,0,0,0
2016,MASON,330,2,0,0,0,0,0,2,6.06,2
2017,MASON,317,0,0,0,0,0,0,0,0,0
2018,MASON,332,0,2,0,0,0,0,2,6,2
2019,MASON,307,0,0,1,0,0,1,2,7,2
2020,MASON,294,0,1,0,0,0,1,2,7,2
2021,MASON,287,0,0,0,0,0,5,5,17.42160279,5
2013,MATAGORDA,3795,9,21,65,17,19,13,144,37.94466403,106
2014,MATAGORDA,3750,19,17,75,8,16,9,144,38.4,98
2015,MATAGORDA,3703,9,12,55,8,20,6,110,30,85
2016,MATAGORDA,3685,17,25,44,7,0,6,99,26.87,70
2017,MATAGORDA,3681,14,18,31,8,0,1,72,19.56,58
2018,MATAGORDA,3651,16,18,49,6,0,3,92,25,73
2019,MATAGORDA,3654,7,15,31,6,1,0,60,16,52
2020,MATAGORDA,3607,6,6,12,6,0,0,30,8,27
2021,MATAGORDA,3652,5,6,24,10,0,0,45,12.32201533,38
2013,MAVERICK,7283,9,28,134,0,12,8,191,26.22545654,142
2014,MAVERICK,7258,5,36,117,0,11,5,174,23.97354643,146
2015,MAVERICK,7296,13,33,84,10,9,9,158,22,109
2016,MAVERICK,7275,3,11,77,9,1,3,104,14.3,89
2017,MAVERICK,7223,4,29,33,0,0,0,66,9.14,60
2018,MAVERICK,7170,2,10,49,2,1,4,68,9,59
2019,MAVERICK,6983,4,38,63,1,2,4,112,16,77
2020,MAVERICK,6937,0,7,13,0,1,0,21,3,19
2021,MAVERICK,7013,5,26,21,0,2,0,54,7.699985741,45
2013,MCCULLOCH,807,1,4,10,5,0,10,30,37.17472119,26
2014,MCCULLOCH,804,0,4,11,1,1,0,17,21.14427861,15
2015,MCCULLOCH,791,2,4,20,0,1,4,31,39,31
2016,MCCULLOCH,761,2,5,14,2,0,0,23,30.22,22
2017,MCCULLOCH,769,3,4,11,0,1,1,20,26.01,18
2018,MCCULLOCH,762,3,5,8,3,0,0,19,25,17
2019,MCCULLOCH,754,0,2,6,2,0,0,10,13,9
2020,MCCULLOCH,754,0,2,3,1,0,1,7,9,7
2021,MCCULLOCH,739,2,2,4,0,0,0,8,10.82543978,7
2013,MCLENNAN,23178,63,65,431,241,239,0,1039,44.82699111,689
2014,MCLENNAN,23353,59,85,378,206,238,0,966,41.3651351,659
2015,MCLENNAN,23427,67,79,314,168,246,0,874,37,599
2016,MCLENNAN,23416,85,86,282,124,250,1,828,35.36,554
2017,MCLENNAN,23487,83,87,258,123,257,0,808,34.4,517
2018,MCLENNAN,23585,79,79,264,91,232,0,745,32,477
2019,MCLENNAN,23483,83,86,220,64,211,3,667,28,451
2020,MCLENNAN,23575,51,63,149,44,104,1,412,17,290
2021,MCLENNAN,23846,86,81,182,36,102,1,488,20.46464816,352
2013,MCMULLEN,58,0,0,0,0,0,0,0,0,0
2014,MCMULLEN,58,0,0,1,0,0,0,1,17.24137931,1
2015,MCMULLEN,52,1,0,0,0,0,0,1,19,1
2016,MCMULLEN,44,0,0,0,0,0,0,0,0,0
2017,MCMULLEN,45,0,0,0,0,0,0,0,0,0
2018,MCMULLEN,42,0,0,0,0,0,0,0,0,0
2019,MCMULLEN,38,0,1,0,0,0,0,1,26,0
2020,MCMULLEN,39,0,0,0,0,0,0,0,0,0
2021,MCMULLEN,42,0,1,1,0,0,0,2,47.61904762,2
2013,MEDINA,5039,5,8,33,4,0,3,53,10.51795991,48
2014,MEDINA,5035,8,13,36,1,0,0,58,11.51936445,50
2015,MEDINA,5009,7,10,33,4,1,0,55,11,50
2016,MEDINA,5029,11,12,27,4,0,0,54,10.74,51
2017,MEDINA,4997,3,10,29,1,0,0,43,8.61,39
2018,MEDINA,4891,6,15,26,3,0,1,51,10,48
2019,MEDINA,4860,1,13,37,6,0,0,57,12,55
2020,MEDINA,4739,3,7,14,3,0,0,27,6,24
2021,MEDINA,4674,8,17,27,2,0,0,54,11.55327343,51
2013,MENARD,155,0,1,1,1,0,0,3,19.35483871,3
2014,MENARD,156,0,0,0,0,0,0,0,0,0
2015,MENARD,159,0,1,3,0,1,0,5,31,4
2016,MENARD,163,0,0,1,0,0,0,1,6.13,1
2017,MENARD,158,0,1,2,0,0,0,3,18.99,3
2018,MENARD,167,0,0,2,0,0,0,2,12,2
2019,MENARD,180,0,0,1,0,0,0,1,6,1
2020,MENARD,178,0,0,3,0,1,0,4,22,3
2021,MENARD,180,0,1,1,0,0,0,2,11.11111111,2
2013,MIDLAND,14413,56,90,387,166,0,0,699,48.49788385,462
2014,MIDLAND,14593,46,72,294,114,0,0,526,36.04467896,364
2015,MIDLAND,14795,34,95,313,133,1,1,577,39,378
2016,MIDLAND,14949,58,111,302,138,1,0,610,40.81,390
2017,MIDLAND,15134,57,141,288,171,0,0,657,43.41,382
2018,MIDLAND,15388,59,136,305,155,0,1,656,43,385
2019,MIDLAND,15575,43,168,255,125,0,2,593,38,378
2020,MIDLAND,15842,53,84,84,40,0,0,261,16,182
2021,MIDLAND,16039,48,133,145,35,0,0,361,22.50763763,278
2013,MILAM,2514,10,9,25,25,4,2,75,29.83293556,51
2014,MILAM,2478,8,8,22,18,9,0,65,26.23083132,47
2015,MILAM,2516,7,11,30,7,5,0,60,24,47
2016,MILAM,2502,8,11,29,10,4,0,62,24.78,47
2017,MILAM,2490,5,17,27,4,1,0,54,21.69,41
2018,MILAM,2472,4,21,29,12,0,0,66,27,49
2019,MILAM,2436,10,20,22,20,2,0,74,30,55
2020,MILAM,2430,6,15,20,9,2,0,52,21,34
2021,MILAM,2402,4,22,24,16,4,0,70,29.14238135,54
2013,MILLS,493,0,2,1,0,0,0,3,6.085192698,3
2014,MILLS,475,0,2,0,0,0,0,2,4.210526316,2
2015,MILLS,459,0,3,0,0,0,0,3,7,3
2016,MILLS,450,0,0,1,0,0,0,1,2.22,1
2017,MILLS,444,0,0,0,0,0,0,0,0,0
2018,MILLS,436,0,0,0,0,0,0,0,0,0
2019,MILLS,438,1,0,2,0,0,0,3,7,2
2020,MILLS,438,0,2,0,0,0,0,2,5,2
2021,MILLS,432,0,0,2,0,0,0,2,4.62962963,2
2013,MITCHELL,721,2,8,4,2,0,0,16,22.19140083,14
2014,MITCHELL,748,3,3,7,2,0,0,15,20.05347594,10
2015,MITCHELL,708,4,5,12,0,0,0,21,30,21
2016,MITCHELL,692,0,1,5,0,0,0,6,8.67,5
2017,MITCHELL,684,0,3,4,1,0,0,8,11.7,8
2018,MITCHELL,670,0,4,5,0,0,0,9,13,9
2019,MITCHELL,674,0,1,2,0,0,0,3,4,2
2020,MITCHELL,674,0,0,1,0,0,0,1,1,1
2021,MITCHELL,660,0,0,4,0,0,0,4,6.060606061,2
2013,MONTAGUE,1786,2,7,16,0,0,0,25,13.99776036,24
2014,MONTAGUE,1807,2,9,5,1,0,0,17,9.407858329,16
2015,MONTAGUE,1792,3,11,7,1,0,0,22,12,22
2016,MONTAGUE,1744,2,3,8,4,0,0,17,9.75,16
2017,MONTAGUE,1767,1,6,5,2,0,0,14,7.92,14
2018,MONTAGUE,1764,2,3,2,0,0,0,7,4,7
2019,MONTAGUE,1749,1,3,18,1,0,0,23,13,20
2020,MONTAGUE,1776,0,1,2,0,0,0,3,2,3
2021,MONTAGUE,1759,4,3,9,1,0,0,17,9.664582149,16
2013,MONTGOMERY,53583,107,167,521,209,107,10,1121,20.92081444,862
2014,MONTGOMERY,54634,126,190,588,214,68,3,1189,21.76300472,909
2015,MONTGOMERY,55659,146,164,515,218,64,6,1113,20,862
2016,MONTGOMERY,56515,103,152,475,166,50,1,947,16.76,762
2017,MONTGOMERY,57079,137,161,477,210,84,6,1075,18.83,811
2018,MONTGOMERY,57440,137,189,621,197,78,0,1222,21,997
2019,MONTGOMERY,57526,97,287,534,182,64,0,1164,20,946
2020,MONTGOMERY,57308,85,160,321,112,41,0,719,13,603
2021,MONTGOMERY,56982,90,400,454,104,59,1,1108,19.44473693,927
2013,MOORE,2690,6,19,50,2,7,5,89,33.08550186,76
2014,MOORE,2719,5,24,40,17,3,2,91,33.46818683,72
2015,MOORE,2783,4,28,32,15,7,0,86,31,63
2016,MOORE,2833,3,26,15,24,4,0,72,25.41,52
2017,MOORE,2903,11,18,30,24,1,0,84,28.94,71
2018,MOORE,2961,3,22,20,16,1,1,63,21,53
2019,MOORE,2995,12,5,16,11,1,0,45,15,40
2020,MOORE,3031,0,5,22,10,1,0,38,13,33
2021,MOORE,3043,5,13,24,5,0,0,47,15.44528426,40
2013,MORRIS,1125,1,6,4,2,1,0,14,12.44444444,12
2014,MORRIS,1149,0,2,6,1,0,0,9,7.832898172,7
2015,MORRIS,1093,0,4,7,0,0,0,11,10,10
2016,MORRIS,1098,1,2,8,1,2,0,14,12.75,13
2017,MORRIS,1118,2,3,11,0,0,0,16,14.31,15
2018,MORRIS,1115,4,1,6,0,1,0,12,11,11
2019,MORRIS,1147,2,2,3,0,0,0,7,6,7
2020,MORRIS,1188,4,1,6,0,0,0,11,9,10
2021,MORRIS,1165,3,3,4,1,0,0,11,9.442060086,7
2013,MOTLEY,116,0,0,0,0,0,0,0,0,0
2014,MOTLEY,108,0,0,0,0,0,0,0,0,0
2015,MOTLEY,105,0,0,1,0,0,0,1,10,1
2016,MOTLEY,98,0,0,0,0,0,0,0,0,0
2017,MOTLEY,107,0,0,0,0,0,0,0,0,0
2018,MOTLEY,110,0,0,0,0,0,0,0,0,0
2019,MOTLEY,102,0,0,0,0,0,0,0,0,0
2020,MOTLEY,88,0,0,0,0,0,0,0,0,0
2021,MOTLEY,88,0,0,0,0,0,0,0,0,0
2013,NACOGDOCHES,5865,8,34,72,17,21,0,152,25.91645354,124
2014,NACOGDOCHES,5940,15,28,53,12,16,0,124,20.87542088,109
2015,NACOGDOCHES,6025,13,26,60,14,5,1,119,20,95
2016,NACOGDOCHES,6142,12,19,63,15,10,0,119,19.37,94
2017,NACOGDOCHES,6200,6,31,82,11,6,0,136,21.94,113
2018,NACOGDOCHES,6306,10,11,63,5,9,0,98,16,87
2019,NACOGDOCHES,6428,12,22,56,9,10,0,109,17,93
2020,NACOGDOCHES,6488,7,18,24,3,1,0,53,8,47
2021,NACOGDOCHES,6811,9,20,31,8,4,0,72,10.57113493,58
2013,NAVARRO,5249,10,4,45,4,4,2,69,13.14536102,60
2014,NAVARRO,5208,17,16,40,1,11,0,85,16.32104455,78
2015,NAVARRO,5223,12,16,48,2,9,0,87,17,81
2016,NAVARRO,5182,8,10,31,2,10,1,62,11.96,55
2017,NAVARRO,5231,12,4,39,5,7,6,73,13.96,67
2018,NAVARRO,5225,10,12,25,3,5,0,55,11,50
2019,NAVARRO,5239,21,22,57,4,6,1,111,21,91
2020,NAVARRO,5231,10,18,44,1,12,0,85,16,72
2021,NAVARRO,5273,9,27,56,3,8,0,103,19.53347241,71
2013,NEWTON,1345,3,9,5,0,0,0,17,12.6394052,13
2014,NEWTON,1291,3,5,3,1,0,1,13,10.0697134,13
2015,NEWTON,1241,1,3,7,1,0,0,12,10,10
2016,NEWTON,1199,2,5,11,0,0,0,18,15.01,18
2017,NEWTON,1212,1,3,2,0,0,0,6,4.95,4
2018,NEWTON,1195,2,1,4,1,0,0,8,7,7
2019,NEWTON,1157,0,9,2,1,0,0,12,10,11
2020,NEWTON,1142,2,2,1,1,0,0,6,5,4
2021,NEWTON,1130,1,1,1,0,0,0,3,2.654867257,3
2013,NOLAN,1492,8,12,38,7,0,0,65,43.56568365,55
2014,NOLAN,1520,15,6,40,2,2,3,68,44.73684211,52
2015,NOLAN,1550,12,9,36,7,5,2,71,46,49
2016,NOLAN,1565,10,15,35,5,1,0,66,42.17,51
2017,NOLAN,1592,10,8,45,0,3,0,66,41.46,59
2018,NOLAN,1644,21,21,62,1,1,0,106,64,82
2019,NOLAN,1641,16,31,52,3,0,0,102,62,73
2020,NOLAN,1626,5,7,25,2,0,0,39,24,35
2021,NOLAN,1591,10,15,55,2,1,0,83,52.16844752,72
2013,NUECES,34848,129,180,939,96,263,8,1615,46.34412305,1076
2014,NUECES,34908,131,143,954,165,194,5,1592,45.60559184,1031
2015,NUECES,34858,108,127,797,105,163,2,1302,37,872
2016,NUECES,34866,94,125,641,101,119,5,1085,31.12,746
2017,NUECES,34447,112,143,609,50,76,5,995,28.88,689
2018,NUECES,34155,142,175,752,68,98,8,1243,36,830
2019,NUECES,33868,178,253,880,61,124,5,1501,44,886
2020,NUECES,33701,103,171,407,29,58,3,771,23,544
2021,NUECES,33740,141,105,421,50,61,4,782,23.1772377,531
2013,OCHILTREE,1262,1,12,3,2,0,0,18,14.26307448,17
2014,OCHILTREE,1328,0,14,12,2,0,0,28,21.08433735,24
2015,OCHILTREE,1396,1,18,20,7,1,0,47,34,39
2016,OCHILTREE,1437,4,5,17,2,0,0,28,19.49,25
2017,OCHILTREE,1472,2,3,6,2,0,0,13,8.83,13
2018,OCHILTREE,1477,1,1,5,1,0,0,8,5,7
2019,OCHILTREE,1505,0,5,5,1,2,0,13,9,11
2020,OCHILTREE,1516,2,0,11,2,0,1,16,11,12
2021,OCHILTREE,1484,2,4,7,1,0,0,14,9.433962264,13
2013,OLDHAM,280,0,0,1,0,0,0,1,3.571428571,1
2014,OLDHAM,253,0,0,1,0,0,0,1,3.95256917,1
2015,OLDHAM,241,0,0,0,0,0,0,0,0,0
2016,OLDHAM,215,0,0,0,0,0,0,0,0,0
2017,OLDHAM,205,0,6,0,0,0,0,6,29.27,5
2018,OLDHAM,188,0,0,1,0,0,0,1,5,1
2019,OLDHAM,177,0,0,0,0,0,0,0,0,0
2020,OLDHAM,165,0,0,0,0,0,0,0,0,0
2021,OLDHAM,153,0,0,0,0,0,0,0,0,0
2013,ORANGE,8104,16,25,50,16,20,1,128,15.7946693,98
2014,ORANGE,8120,13,27,49,22,18,1,130,16.00985222,100
2015,ORANGE,8149,16,22,32,28,17,1,116,14,75
2016,ORANGE,8122,18,21,30,26,6,0,101,12.44,68
2017,ORANGE,8127,19,21,18,15,5,0,78,9.6,60
2018,ORANGE,8177,14,19,36,17,2,2,90,11,72
2019,ORANGE,8241,10,12,27,15,6,0,70,8,58
2020,ORANGE,8196,12,13,16,8,2,0,51,6,41
2021,ORANGE,8160,12,15,12,15,9,0,63,7.720588235,51
2013,PALO PINTO,2821,6,8,19,2,22,0,57,20.20560085,54
2014,PALO PINTO,2797,5,9,17,2,9,0,42,15.01608867,38
2015,PALO PINTO,2801,4,8,21,3,4,3,43,15,32
2016,PALO PINTO,2811,5,5,18,0,0,0,28,9.96,28
2017,PALO PINTO,2791,7,8,16,2,0,0,33,11.82,32
2018,PALO PINTO,2782,6,4,9,1,0,1,21,8,18
2019,PALO PINTO,2782,6,1,19,4,1,1,32,12,28
2020,PALO PINTO,2797,7,4,18,2,0,0,31,11,24
2021,PALO PINTO,2829,2,7,9,2,0,0,20,7.069635914,19
2013,PANOLA,2384,1,5,30,2,0,0,38,15.93959732,32
2014,PANOLA,2431,1,3,7,3,0,0,14,5.758946935,11
2015,PANOLA,2453,1,4,8,0,0,1,14,6,9
2016,PANOLA,2477,1,8,6,1,0,1,17,6.86,13
2017,PANOLA,2473,7,4,7,0,1,1,20,8.09,19
2018,PANOLA,2464,8,3,11,0,0,0,22,9,17
2019,PANOLA,2435,4,3,11,0,0,0,18,7,18
2020,PANOLA,2381,0,4,22,0,0,0,26,11,15
2021,PANOLA,2319,1,6,7,0,0,0,14,6.03708495,11
2013,PARKER,13032,11,30,85,19,23,4,172,13.19828115,154
2014,PARKER,13167,26,24,64,19,24,0,157,11.92374877,132
2015,PARKER,13323,14,24,73,28,13,0,152,11,120
2016,PARKER,13354,24,18,63,36,9,0,150,11.23,119
2017,PARKER,13479,27,34,57,23,19,2,162,12.02,142
2018,PARKER,13531,25,40,65,24,7,1,162,12,136
2019,PARKER,13543,27,37,77,26,15,1,183,14,139
2020,PARKER,13389,23,22,51,14,14,0,124,9,111
2021,PARKER,13237,13,64,77,13,6,0,173,13.06942661,148
2013,PARMER,1249,1,2,0,0,0,0,3,2.401921537,3
2014,PARMER,1245,0,0,6,0,0,0,6,4.819277108,6
2015,PARMER,1261,0,2,2,0,0,0,4,3,4
2016,PARMER,1278,0,1,4,0,0,0,5,3.91,5
2017,PARMER,1318,2,0,1,0,0,0,3,2.28,3
2018,PARMER,1331,1,1,2,0,0,1,5,4,5
2019,PARMER,1345,0,1,2,0,0,0,3,2,3
2020,PARMER,1373,0,0,1,0,0,0,1,1,1
2021,PARMER,1380,1,0,1,0,0,0,2,1.449275362,1
2013,PECOS,1375,2,8,37,7,7,0,61,44.36363636,53
2014,PECOS,1400,5,12,33,4,1,0,55,39.28571429,49
2015,PECOS,1446,7,2,17,4,0,1,31,21,25
2016,PECOS,1458,2,3,15,1,1,1,23,15.78,21
2017,PECOS,1498,2,12,20,1,2,0,37,24.7,32
2018,PECOS,1530,2,3,23,1,1,0,30,20,27
2019,PECOS,1571,1,4,24,1,1,0,31,20,26
2020,PECOS,1631,2,6,14,2,0,0,24,15,24
2021,PECOS,1654,3,2,28,0,0,0,33,19.95163241,30
2013,POLK,3818,15,22,53,17,1,0,108,28.28706129,83
2014,POLK,3816,18,13,47,7,0,0,85,22.27463312,71
2015,POLK,3755,12,20,45,8,0,0,85,23,68
2016,POLK,3733,8,9,27,14,1,0,59,15.8,45
2017,POLK,3741,9,14,39,16,0,0,78,20.85,61
2018,POLK,3769,7,17,41,16,0,0,81,21,67
2019,POLK,3753,22,27,38,17,1,0,105,28,78
2020,POLK,3773,11,19,31,9,0,0,70,19,61
2021,POLK,3766,14,11,32,8,0,0,65,17.25969198,55
2013,POTTER,12581,38,77,328,101,37,4,585,46.4986885,422
2014,POTTER,12899,65,66,307,94,11,11,554,42.94906582,416
2015,POTTER,13196,61,65,235,98,31,6,496,38,359
2016,POTTER,13473,60,71,233,60,40,8,472,35.03,362
2017,POTTER,13776,52,43,210,77,50,9,441,32.01,341
2018,POTTER,14029,56,63,220,92,43,6,480,34,339
2019,POTTER,14112,90,109,208,78,68,4,557,39,349
2020,POTTER,14354,47,67,106,40,15,2,277,19,198
2021,POTTER,14365,81,55,120,17,14,1,288,20.04872955,225
2013,PRESIDIO,899,1,6,4,0,0,0,11,12.23581758,8
2014,PRESIDIO,889,1,0,0,0,0,0,1,1.124859393,1
2015,PRESIDIO,858,1,1,1,0,0,0,3,3,3
2016,PRESIDIO,829,0,2,0,0,0,0,2,2.41,2
2017,PRESIDIO,808,1,3,5,0,0,0,9,11.14,8
2018,PRESIDIO,800,0,5,1,0,0,0,6,8,6
2019,PRESIDIO,806,0,1,0,0,0,0,1,1,1
2020,PRESIDIO,792,0,1,0,0,0,0,1,1,1
2021,PRESIDIO,800,0,0,0,0,0,0,0,0,0
2013,RAINS,999,3,3,12,0,11,0,29,29.02902903,27
2014,RAINS,969,2,7,15,0,11,0,35,36.11971104,29
2015,RAINS,901,2,5,7,0,12,0,26,29,26
2016,RAINS,874,1,2,7,3,0,0,13,14.87,9
2017,RAINS,875,3,3,6,0,0,0,12,13.71,11
2018,RAINS,859,2,6,8,2,0,0,18,21,14
2019,RAINS,857,1,2,3,1,0,0,7,8,5
2020,RAINS,853,4,1,5,0,0,0,10,12,8
2021,RAINS,852,0,0,0,0,0,0,0,0,0
2013,RANDALL,12249,48,64,154,112,10,0,388,31.67605519,279
2014,RANDALL,12369,46,38,158,94,4,8,348,28.13485326,250
2015,RANDALL,12565,46,58,132,71,13,4,324,26,248
2016,RANDALL,12687,51,40,106,75,12,4,288,22.7,209
2017,RANDALL,12895,60,29,101,51,12,1,254,19.7,187
2018,RANDALL,12974,59,56,162,62,16,4,359,28,251
2019,RANDALL,13186,80,68,125,67,24,2,366,28,252
2020,RANDALL,13271,46,43,77,27,6,0,199,15,150
2021,RANDALL,13257,57,62,111,28,13,2,273,20.59289432,199
2013,REAGAN,409,0,0,0,0,0,1,1,2.444987775,1
2014,REAGAN,389,0,0,0,0,0,0,0,0,0
2015,REAGAN,378,0,0,0,0,0,0,0,0,0
2016,REAGAN,381,0,0,0,0,0,0,0,0,0
2017,REAGAN,388,1,0,0,0,0,0,1,2.58,1
2018,REAGAN,388,0,5,6,0,0,0,11,28,11
2019,REAGAN,389,0,0,0,0,0,0,0,0,0
2020,REAGAN,374,0,0,0,0,0,0,0,0,0
2021,REAGAN,370,0,0,0,0,0,0,0,0,0
2013,REAL,234,0,2,3,0,0,0,5,21.36752137,5
2014,REAL,217,0,0,1,0,0,0,1,4.608294931,1
2015,REAL,204,0,0,10,0,0,0,10,49,10
2016,REAL,206,0,0,0,0,0,0,0,0,0
2017,REAL,212,0,0,0,0,0,0,0,0,0
2018,REAL,212,0,2,1,0,0,0,3,14,3
2019,REAL,219,0,5,0,0,1,0,6,27,6
2020,REAL,221,0,0,0,0,0,0,0,0,0
2021,REAL,215,0,0,0,0,0,0,0,0,0
2013,RED RIVER,1074,5,2,3,6,0,0,16,14.89757914,11
2014,RED RIVER,1054,1,5,8,6,3,0,23,21.82163188,20
2015,RED RIVER,1020,4,0,10,12,2,0,28,27,18
2016,RED RIVER,1015,1,0,12,7,0,3,23,22.66,18
2017,RED RIVER,1001,3,0,5,5,0,0,13,12.99,11
2018,RED RIVER,1003,7,7,6,3,1,0,24,24,21
2019,RED RIVER,1011,4,2,7,1,0,0,14,14,11
2020,RED RIVER,987,3,4,3,10,0,0,20,20,12
2021,RED RIVER,994,2,5,5,4,0,0,16,16.09657948,14
2013,REEVES,1179,0,6,15,10,1,0,32,27.14164546,26
2014,REEVES,1187,1,1,32,10,3,0,47,39.59561921,35
2015,REEVES,1169,0,8,21,10,6,0,45,38,33
2016,REEVES,1162,4,12,41,8,0,1,66,56.8,53
2017,REEVES,1185,4,9,30,8,2,0,53,44.73,43
2018,REEVES,1226,7,11,28,5,1,0,52,42,39
2019,REEVES,1234,1,26,24,9,0,0,60,49,42
2020,REEVES,1225,2,16,12,6,0,0,36,29,23
2021,REEVES,1214,3,9,4,3,0,0,19,15.65074135,16
2013,REFUGIO,713,0,4,1,4,0,1,10,14.02524544,10
2014,REFUGIO,703,0,3,9,5,0,0,17,24.18207681,13
